date,close,high,low,open,volume
2020-06-04,78.32931518554688,79.1312690763083,77.95506657558614,78.83236263047952,87560400
2020-06-05,80.56021881103516,80.62097312386399,78.55046881252456,78.57962969607472,137250400
2020-06-08,81.03653717041016,81.07056314819836,79.54441498185327,80.25645380649277,95654400
2020-06-09,83.59550476074219,83.98919153470604,80.68416273702039,80.71575616737768,147712400
2020-06-10,85.74620819091797,86.21522971767824,84.1058417038533,84.54570234634012,166651600
2020-06-11,81.6294937133789,85.3136361549305,81.5274306203534,84.88835596262886,201662400
2020-06-12,82.33426666259766,84.52142258544907,81.22125057836313,83.77293248835645,200146000
2020-06-15,83.35250091552734,84.00621804239414,80.82268994587284,80.98551479918848,138808800
2020-06-16,85.56153106689453,85.83371668323046,83.7729272287711,85.41086152161019,165428800
2020-06-17,85.44245147705078,86.3683467952298,85.32094282724987,86.30759247032934,114406400
2020-06-18,85.47647094726562,85.89446096739049,84.86649519851686,85.39870363740545,96820400
2020-06-19,84.98799896240234,86.65023617971444,83.87740827164068,86.18364717992426,264476000
2020-06-22,87.21159362792969,87.35497290611448,85.33550028374462,85.38167415153434,135445200
2020-06-23,89.0731201171875,90.49477263698164,88.03786416864946,88.4582867176972,212155600
2020-06-24,87.50079345703125,89.62233679250828,87.12654480257098,88.70129930670531,192623200
2020-06-25,88.66241455078125,88.70129820159251,86.89568177427711,87.65632697012038,137522400
2020-06-26,85.93820190429688,88.77907450051282,85.78995750703652,88.55792788577938,205256800
2020-06-29,87.91876983642578,88.0135501123518,85.36708901825641,85.84583323984103,130646000
2020-06-30,88.65270233154297,88.93946836335702,87.48622233361435,87.50566045318362,140223200
2020-07-01,88.48499298095703,89.27479891531075,88.43639398862099,88.73044273684806,110737200
2020-07-02,88.48499298095703,90.03058629665891,88.3707820116338,89.393882391572,114041600
2020-07-06,90.85201263427734,91.32103421004692,89.88480117911871,89.91639461248228,118655600
2020-07-07,90.5700912475586,92.01118162890656,90.45830539930238,91.2310984040124,112424400
2020-07-08,92.6794891357422,92.71108256542593,91.46197031782752,91.54946038589766,117092000
2020-07-09,93.07804107666016,93.62725502908616,92.0282047566612,93.57379093641129,125642800
2020-07-10,93.24088287353516,93.2992120729912,92.05982226682518,92.67222323886368,90257200
2020-07-13,92.81072235107422,97.1631623533042,92.5968659763704,94.54829427109546,191649200
2020-07-14,94.34659576416016,94.53857406439258,91.25541584676948,92.19102638698897,170989200
2020-07-15,94.99544525146484,96.47541947180446,93.79493939627932,96.22511199118148,153198000
2020-07-16,93.8265380859375,94.68438876337166,93.2262851246984,93.86542173959128,110577600
2020-07-17,93.63697814941406,94.43407445102358,93.16309153453818,94.27854726393537,92186800
2020-07-20,95.61027526855467,95.74879688151812,93.379378684577,93.72446644412312,90318000
2020-07-21,94.29070281982422,96.47785829760365,94.04039532290808,96.4025235355618,103433200
2020-07-22,94.55558013916016,95.23845801277096,93.9042956943986,93.99177834386008,89001600
2020-07-23,90.25173950195312,94.36601940031956,89.44006284876363,94.28825210729252,197004400
2020-07-24,90.0281753540039,90.37326313898976,86.65509447529368,88.44613797665554,185438800
2020-07-27,92.16184997558594,92.25419770763315,90.86900397581624,91.0925756695438,121214000
2020-07-28,90.64788818359376,91.90914860198517,90.6430230910152,91.73174329776008,103625600
2020-07-29,92.3854522705078,92.57014778095314,91.09503107606254,91.13148218567702,90329200
2020-07-30,93.50332641601562,93.60782206135195,91.14848849561244,91.55675572597188,158130000
2020-07-31,103.29206085205078,103.44273037041388,98.0088604443455,100.01132775994397,374336800
2020-08-03,105.89476776123048,108.51935112132352,104.87895742584206,105.1778638999422,308151200
2020-08-04,106.6019515991211,107.69552926335136,105.36012955059792,106.0843236514444,173071600
2020-08-05,106.98835754394533,107.30914213352884,105.855896128936,106.32249256981191,121776800
2020-08-06,110.72108459472656,111.21684185628432,106.73074554314384,107.32127567476977,202428800
2020-08-07,108.20377349853516,110.6991917635781,107.40523995090824,110.24149434670588,198045600
2020-08-10,109.77648162841795,110.79656040754556,107.12038216987284,109.65231698977226,212403600
2020-08-11,106.51174926757812,109.53789844079104,106.2512501776772,109.03881778751952,187902400
2020-08-12,110.0516128540039,110.30967505809964,107.41011951581189,107.60488092014668,165598000
2020-08-13,111.99921417236328,113.00468607222274,110.94504822503777,111.43439591229829,210082000
2020-08-14,111.8994140625,111.98949137768707,110.08566824114568,111.82394347790164,165565200
2020-08-17,111.60726928710938,113.04852867975067,110.97915755635788,113.02418165118854,119561600
2020-08-18,112.53729248046876,112.96333955854516,111.02299914006174,111.35896888180658,105633600
2020-08-19,112.678466796875,114.09537909958976,112.58352304816547,112.94626924012051,145538000
2020-08-20,115.17876434326172,115.2931886914799,112.7028193742301,112.71986303729176,126907200
2020-08-21,121.11420440673828,121.5986783126057,116.12823475555052,116.14040455462136,338054800
2020-08-24,122.5627670288086,125.41363550271215,120.69303108379322,125.32841718543504,345937600
2020-08-25,121.55728149414062,121.90299144042676,119.83118355360804,121.43312428900023,211495600
2020-08-26,123.2103500366211,123.66804740538558,121.8080444692864,122.87681730695134,163022400
2020-08-27,121.7374496459961,124.14765680517117,120.59076927456684,123.81412407030224,155552400
2020-08-28,121.54026794433594,123.13246125062976,121.31628565950032,122.71371757611423,187630000
2020-08-31,125.66195678710938,127.5706540266875,122.7015450943712,124.2401853001041,225702700
2020-09-01,130.66738891601562,131.27116847594937,127.11294564543486,129.2845638815118,151948100
2020-09-02,127.96017456054688,134.36792358657635,123.67536471875172,133.98813369086878,200119000
2020-09-03,117.71559143066406,125.4672130496805,117.34554177443891,123.5877438699274,257599600
2020-09-04,117.7934799194336,120.46174947786696,107.98709503336389,116.92677914209936,332607200
2020-09-08,109.86658477783205,115.87506402567054,109.73025030829416,110.96700083329368,231366600
2020-09-09,114.2487564086914,116.02111152579629,112.242686174405,114.19032948681344,176940500
2020-09-10,110.5190200805664,117.345512119,109.5549387003112,117.20917767854652,182274400
2020-09-11,109.06803131103516,112.21347869736356,107.12038789476668,111.57075280375336,180860300
2020-09-14,112.3400650024414,112.89514304014192,109.84708398114356,111.71681974711694,140150100
2020-09-15,112.51537322998048,115.71924788814476,110.63589683262788,115.23233698136607,184642000
2020-09-16,109.19463348388672,112.96332644603498,109.10699308995494,112.21348694471548,154679000
2020-09-17,107.45147705078124,109.26278591004208,105.86415043956644,106.84771238414066,178011000
2020-09-18,104.04312896728516,107.97737036273428,103.31276253710784,107.50994000803684,287104900
2020-09-21,107.19830322265624,107.3054242127271,100.4010239357237,101.80332967507266,195713800
2020-09-22,108.8830108642578,109.9055267053134,106.30238909052136,109.73023848769446,183055400
2020-09-23,104.3157958984375,109.17516469365748,103.97495231814074,108.69799408278124,150718700
2020-09-24,105.3869857788086,107.36384264511427,102.25127870963266,102.41682661585128,167743300
2020-09-25,109.3407211303711,109.49653619974002,104.85140160216112,105.59150832232064,149981400
2020-09-28,111.95054626464844,112.30112268518972,109.82761457566852,111.99924032348429,137672400
2020-09-29,111.10333251953124,112.2913963783167,110.59694842102935,111.55129711355788,99382200
2020-09-30,112.77828216552734,114.19032800652032,110.645617818262,110.81116571454996,142675200
2020-10-01,113.73263549804688,114.6382899624058,112.7977675718812,114.56038244447451,116120400
2020-10-02,110.06131744384766,112.34980421996084,109.28226459701013,109.93472330652476,144712000
2020-10-05,113.45023345947266,113.5963082073717,110.57746227936272,110.92803870245233,106243800
2020-10-06,110.19767761230467,113.0801892267211,109.31149621483338,112.6711784272963,161498200
2020-10-07,112.0674285888672,112.52512608104443,111.1422933049827,111.61947139621992,96849000
2020-10-08,111.96029663085938,113.35286214055571,111.59023958163668,113.20678738058209,83477200
2020-10-09,113.9079360961914,113.93714956117776,111.91159845252474,112.26217489170202,100506900
2020-10-12,121.14341735839844,121.90299707303168,116.15744772819468,116.91702744282792,240226800
2020-10-13,117.92981719970705,122.1075135674145,116.5177785770734,121.99065227801567,262330500
2020-10-14,118.01747131347656,119.80929993505694,116.48857131996704,117.83244278615231,150712000
2020-10-15,117.55001831054688,118.02718887052616,115.05703709797092,115.61211517826072,112559200
2020-10-16,115.90426635742188,118.36804173088584,115.69976467276356,118.10510568656042,115393800
2020-10-19,112.94383239746094,117.26759524777016,112.63220978275696,116.81963820348749,120639300
2020-10-20,114.43377685546876,115.86529577819154,112.602987515532,113.1580655233562,124423700
2020-10-21,113.81056213378906,115.60239076917917,113.4015513107795,113.61579330624376,89946000
2020-10-22,112.71985626220705,114.9499087377022,111.59021957921264,114.37535009937378,101988000
2020-10-23,112.02845001220705,113.49892286939378,111.28834343492714,113.34310783010538,82572600
2020-10-26,112.03819274902344,113.49892534064216,109.92499395326573,111.02541726060738,111850700
2020-10-27,113.54761505126952,114.20981414129768,111.54154461515652,112.46667230975784,92276800
2020-10-28,108.2889633178711,112.40823212114864,108.19158263987536,112.0381825728971,143937800
2020-10-29,112.30111694335938,113.86897045793135,109.26279059723784,109.42834593101288,146129200
2020-10-30,106.01021575927734,109.05827457151688,104.90005977375016,108.15262022230588,190272600
2020-11-02,105.92259216308594,107.78259533653008,104.51055354833466,106.25369543303232,122866900
2020-11-03,107.54885864257812,108.57136685299776,105.8836246173212,106.78927899207524,107624400
2020-11-04,111.9407958984375,112.56404116119307,109.40886108978424,111.1520027380027,138235500
2020-11-05,115.91398620605467,116.4885448251152,113.81053537089608,114.8622570736407,126387100
2020-11-06,115.7823257446289,116.27982636729172,113.28503575822148,115.42138735344204,114457900
2020-11-09,113.47037506103516,119.00146877246536,113.20699283584308,117.54797309772636,154515300
2020-11-10,113.12894439697266,114.7092525422394,111.33401722344382,112.71923542912484,138023400
2020-11-11,116.56269073486328,116.69926037123793,113.58741515100226,114.3190413926465,112295000
2020-11-12,116.28956604003906,117.57722808905324,115.6652454976375,116.68952534133676,103162300
2020-11-13,116.3383560180664,116.73830791782817,114.9824090034664,116.51394665375146,81581900
2020-11-16,117.35286712646484,118.02595829386176,115.25553681069076,116.0066699066951,91183000
2020-11-17,116.46516418457033,117.71380535006968,116.04569809530209,116.62124805150194,74271000
2020-11-18,115.13848876953124,116.88463807429636,115.1092249031507,115.70428166118477,76322100
2020-11-19,115.73352813720705,116.14323708994873,113.9483581313482,114.709248312865,74113000
